CustomerID,TenureMonths,ContractType,PaymentMethod,MonthlyCharges,TotalCharges,TechSupportTickets,DaysSinceLastLogin,DiscountUsed,Churn,FutureLTV_12M
CUST-1642,66,Two Year,Electronic Check,94.92,5692.5,0,37,0,0,1157.66
CUST-1643,43,Month-to-Month,Electronic Check,52.88,2173.18,1,13,0,1,43.62
CUST-1644,23,One Year,Electronic Check,81.09,1953.09,1,38,0,1,49.65
CUST-1645,55,Two Year,Electronic Check,107.13,5395.98,0,1,0,0,1391.31
CUST-1646,16,Two Year,Mailed Check,21.54,339.25,4,31,1,1,38.01
CUST-1647,8,Month-to-Month,Bank Transfer,63.57,458.17,2,42,0,1,67.82
CUST-1648,4,Month-to-Month,Electronic Check,42.43,170.89,2,2,0,1,74.14
CUST-1649,4,Month-to-Month,Bank Transfer,58.86,218.86,1,40,1,1,87.39
CUST-1650,56,Month-to-Month,Electronic Check,61.6,3171.69,0,7,1,1,77.88
CUST-1651,25,One Year,Bank Transfer,94.67,2249.72,0,25,1,1,80.97
CUST-1652,67,Month-to-Month,Electronic Check,29.38,1999.28,0,31,0,1,55.33
CUST-1653,67,One Year,Electronic Check,71.26,4373.33,0,10,1,0,802.92
CUST-1654,27,Month-to-Month,Electronic Check,76.42,1928.14,2,0,0,1,117.18
CUST-1655,32,Month-to-Month,Electronic Check,69.42,2002.12,4,14,1,1,99.4
CUST-1656,50,Two Year,Mailed Check,93.19,4870.4,0,3,0,0,1217.91
CUST-1657,61,Month-to-Month,Credit Card,58.38,3521.37,1,3,0,1,50.23
CUST-1658,51,Month-to-Month,Electronic Check,114.5,5886.13,3,27,0,1,131.22
CUST-1659,19,Two Year,Bank Transfer,68.18,1292.45,1,9,0,1,123.35
CUST-1660,21,Month-to-Month,Bank Transfer,77.12,1492.64,2,10,1,1,135.36
CUST-1661,5,One Year,Credit Card,102.55,507.23,1,22,0,1,196.08
CUST-1662,42,One Year,Electronic Check,47.52,1835.6,4,2,0,0,502.06
CUST-1663,61,Month-to-Month,Mailed Check,27.52,1611.88,3,38,0,1,29.74
CUST-1664,22,Two Year,Credit Card,90.78,1967.89,0,38,0,1,47.94
CUST-1665,21,Month-to-Month,Bank Transfer,68.3,1411.11,3,16,1,1,130.76
CUST-1666,70,Month-to-Month,Electronic Check,109.65,7045.04,1,21,1,1,109.0
CUST-1667,1,Month-to-Month,Electronic Check,118.27,107.05,4,26,1,1,130.84
CUST-1668,5,Month-to-Month,Electronic Check,59.91,305.46,0,15,0,1,111.53
CUST-1669,12,Two Year,Mailed Check,61.54,745.04,5,15,0,1,79.38
CUST-1670,46,Month-to-Month,Bank Transfer,60.8,2551.44,2,39,0,1,82.04
CUST-1671,34,Month-to-Month,Electronic Check,52.46,1639.37,3,2,0,1,40.1
CUST-1672,49,Month-to-Month,Mailed Check,98.17,4973.34,3,32,0,1,122.52
CUST-1673,45,One Year,Mailed Check,95.9,4381.83,1,41,1,1,180.03
CUST-1674,27,Month-to-Month,Mailed Check,67.86,1922.78,2,1,0,1,90.8
CUST-1675,26,Month-to-Month,Bank Transfer,24.47,596.84,0,38,0,1,21.6
CUST-1676,47,One Year,Credit Card,50.96,2330.86,0,26,0,0,564.95
CUST-1677,56,Month-to-Month,Electronic Check,49.23,2578.98,1,14,0,1,49.45
CUST-1678,63,Month-to-Month,Credit Card,101.11,6328.02,4,6,1,1,137.4
CUST-1679,48,Month-to-Month,Electronic Check,28.76,1266.33,4,44,0,1,16.22
CUST-1680,61,Month-to-Month,Electronic Check,100.57,5638.38,2,41,0,1,142.28
CUST-1681,26,Two Year,Electronic Check,86.92,2058.3,1,8,0,0,1068.07
CUST-1682,36,Month-to-Month,Electronic Check,93.24,3370.19,3,40,1,1,156.19
CUST-1683,1,Month-to-Month,Electronic Check,63.22,61.58,1,5,1,1,34.35
CUST-1684,8,Month-to-Month,Electronic Check,87.97,698.59,1,11,1,1,147.02
CUST-1685,52,One Year,Credit Card,80.9,4340.98,3,29,0,1,103.66
CUST-1686,47,One Year,Electronic Check,96.9,4604.62,2,19,0,1,102.31
CUST-1687,56,Month-to-Month,Bank Transfer,64.68,3510.73,3,19,0,1,126.0
CUST-1688,14,One Year,Electronic Check,67.28,986.81,0,26,1,1,49.8
CUST-1689,28,One Year,Credit Card,84.36,2287.53,4,19,1,1,110.68
CUST-1690,2,Two Year,Bank Transfer,30.81,56.5,1,6,1,0,401.94
CUST-1691,26,Two Year,Electronic Check,63.62,1735.0,2,39,0,0,853.05
CUST-1692,14,Month-to-Month,Bank Transfer,117.2,1482.34,2,39,1,1,155.69
CUST-1693,59,Month-to-Month,Mailed Check,23.76,1377.28,2,29,0,1,15.07
CUST-1694,56,Month-to-Month,Bank Transfer,51.6,2734.61,1,7,1,1,76.97
CUST-1695,7,Month-to-Month,Mailed Check,51.41,351.06,2,1,0,1,74.63
CUST-1696,3,Two Year,Bank Transfer,83.35,246.0,3,13,0,1,137.88
CUST-1697,23,Month-to-Month,Bank Transfer,30.58,658.34,1,9,0,1,19.45
CUST-1698,18,Month-to-Month,Mailed Check,82.85,1466.74,2,17,0,1,78.37
CUST-1699,38,One Year,Electronic Check,29.5,1136.03,4,17,0,0,401.98
CUST-1700,15,Month-to-Month,Credit Card,29.5,415.94,2,15,1,1,20.8
CUST-1701,64,Month-to-Month,Electronic Check,92.82,5688.09,1,4,0,1,140.75
CUST-1702,28,Month-to-Month,Mailed Check,52.41,1379.78,0,30,0,1,30.85
CUST-1703,39,Month-to-Month,Electronic Check,117.74,4697.86,2,36,0,1,118.02
CUST-1704,57,One Year,Mailed Check,23.74,1365.02,2,19,0,0,320.03
CUST-1705,17,Month-to-Month,Credit Card,64.51,1130.32,2,22,1,1,107.18
CUST-1706,44,Month-to-Month,Electronic Check,31.31,1275.02,2,31,0,1,45.94
CUST-1707,25,Month-to-Month,Electronic Check,55.14,1255.86,0,41,0,1,99.57
CUST-1708,17,Month-to-Month,Bank Transfer,119.82,1869.72,2,16,1,1,187.39
CUST-1709,13,One Year,Credit Card,108.88,1308.08,1,12,1,0,1337.09
CUST-1710,25,Month-to-Month,Mailed Check,24.83,608.31,0,12,0,1,48.9
CUST-1711,68,Month-to-Month,Electronic Check,76.33,5427.32,2,16,1,1,117.72
CUST-1712,10,Two Year,Credit Card,84.78,808.45,4,14,1,1,118.87
CUST-1713,67,One Year,Bank Transfer,40.95,2863.76,4,25,1,1,45.59
CUST-1714,18,Month-to-Month,Electronic Check,34.51,562.62,1,43,0,1,63.97
CUST-1715,34,One Year,Electronic Check,110.44,3901.52,0,27,1,1,104.21
CUST-1716,8,One Year,Mailed Check,116.88,866.94,1,41,0,1,60.06
CUST-1717,40,One Year,Electronic Check,119.19,4943.39,2,44,0,0,1419.62
CUST-1718,42,Month-to-Month,Electronic Check,98.98,3776.51,4,29,0,1,65.75
CUST-1719,41,Two Year,Credit Card,86.35,3689.87,1,42,0,1,84.49
CUST-1720,6,Month-to-Month,Electronic Check,54.57,304.54,2,34,1,1,94.89
CUST-1721,52,Month-to-Month,Bank Transfer,37.14,1825.85,4,21,0,1,54.87
CUST-1722,26,Month-to-Month,Electronic Check,27.9,706.28,6,9,0,1,21.02
CUST-1723,64,Month-to-Month,Bank Transfer,89.33,5471.9,0,10,0,1,150.36
CUST-1724,59,Two Year,Bank Transfer,98.47,5810.48,2,37,0,1,123.71
CUST-1725,56,Month-to-Month,Electronic Check,102.65,6014.1,0,32,1,1,130.27
CUST-1726,59,Month-to-Month,Mailed Check,111.38,6512.04,1,5,0,1,116.19
CUST-1727,70,Two Year,Electronic Check,107.99,7621.46,3,36,0,1,194.05
CUST-1728,33,Month-to-Month,Credit Card,119.97,3615.37,0,6,1,1,117.27
CUST-1729,53,Month-to-Month,Credit Card,44.41,2340.01,3,43,1,1,28.48
CUST-1730,22,Month-to-Month,Mailed Check,96.33,2051.61,4,11,0,1,91.91
CUST-1731,21,Month-to-Month,Mailed Check,78.65,1705.94,2,6,0,1,123.72
CUST-1732,70,Month-to-Month,Electronic Check,46.12,3093.56,3,1,1,1,68.55
CUST-1733,70,One Year,Bank Transfer,118.19,8289.17,3,0,1,1,92.43
CUST-1734,4,Month-to-Month,Electronic Check,109.79,410.27,1,22,1,1,73.3
CUST-1735,62,Month-to-Month,Electronic Check,32.85,1912.27,3,24,1,1,48.99
CUST-1736,62,One Year,Mailed Check,22.62,1341.32,3,17,1,0,238.97
CUST-1737,24,One Year,Electronic Check,88.83,2015.96,1,43,1,1,93.2
CUST-1738,55,Month-to-Month,Bank Transfer,80.41,4148.71,2,6,1,1,141.86
CUST-1739,9,Month-to-Month,Electronic Check,113.58,927.61,3,2,0,1,223.45
CUST-1740,3,Month-to-Month,Bank Transfer,43.4,133.52,1,28,0,1,35.09
CUST-1741,31,Month-to-Month,Electronic Check,28.44,801.98,1,9,0,1,38.84
CUST-1742,40,Month-to-Month,Electronic Check,45.92,1897.61,2,42,0,1,23.33
CUST-1743,36,Month-to-Month,Bank Transfer,21.89,724.07,5,4,1,1,34.36
CUST-1744,24,Two Year,Credit Card,23.59,515.09,2,33,1,1,26.45
CUST-1745,6,Month-to-Month,Bank Transfer,111.49,658.54,2,7,1,1,88.07
CUST-1746,66,One Year,Electronic Check,55.2,3553.45,2,13,1,0,611.42
CUST-1747,4,Month-to-Month,Electronic Check,61.08,237.89,0,39,0,1,104.81
CUST-1748,6,One Year,Credit Card,21.84,129.23,4,5,1,1,14.56
CUST-1749,51,One Year,Mailed Check,47.05,2262.92,4,0,0,1,26.42
CUST-1750,62,Two Year,Electronic Check,100.47,6225.67,2,32,0,0,1334.65
CUST-1751,57,Month-to-Month,Credit Card,81.55,4533.82,3,39,0,1,117.35
CUST-1752,66,One Year,Credit Card,95.38,5981.66,6,10,1,1,161.2
CUST-1753,8,Month-to-Month,Credit Card,64.72,530.17,2,23,0,1,85.37
CUST-1754,26,One Year,Credit Card,50.97,1337.36,1,9,1,0,635.24
CUST-1755,51,Month-to-Month,Credit Card,68.28,3339.65,2,43,0,1,116.06
CUST-1756,45,Month-to-Month,Electronic Check,52.31,2417.84,0,22,0,1,67.65
CUST-1757,44,Month-to-Month,Electronic Check,103.9,4745.5,1,15,0,1,147.2
CUST-1758,5,Month-to-Month,Mailed Check,49.77,244.0,1,36,0,1,63.42
CUST-1759,70,Month-to-Month,Mailed Check,85.98,5610.8,5,15,1,1,156.54
CUST-1760,26,Month-to-Month,Mailed Check,33.7,908.94,1,43,0,1,28.76
CUST-1761,68,Two Year,Electronic Check,88.69,5599.24,0,30,1,1,79.47
CUST-1762,19,One Year,Mailed Check,111.33,1919.11,2,5,1,1,77.03
CUST-1763,20,Two Year,Mailed Check,80.86,1534.92,3,29,1,1,139.82
CUST-1764,12,Month-to-Month,Electronic Check,75.99,920.13,2,36,0,1,84.93
CUST-1765,47,Two Year,Electronic Check,116.11,5667.22,4,0,1,0,1192.45
CUST-1766,1,Two Year,Mailed Check,82.74,82.38,0,41,0,1,163.17
CUST-1767,14,One Year,Bank Transfer,45.96,670.96,4,24,0,1,86.87
CUST-1768,64,One Year,Electronic Check,49.24,2879.89,0,20,0,0,615.37
CUST-1769,38,Month-to-Month,Mailed Check,90.53,3127.48,0,34,1,1,64.59
CUST-1770,37,Two Year,Bank Transfer,93.54,3428.55,0,37,0,0,1278.9
CUST-1771,11,Month-to-Month,Mailed Check,50.35,578.73,1,4,0,1,50.0
CUST-1772,3,Month-to-Month,Electronic Check,54.53,159.57,2,11,0,1,28.3
CUST-1773,33,Month-to-Month,Mailed Check,119.11,3567.94,1,4,0,1,129.47
CUST-1774,6,Two Year,Electronic Check,30.2,169.09,2,8,0,1,38.17
CUST-1775,50,Two Year,Credit Card,60.46,2831.7,4,43,1,0,705.27
CUST-1776,10,Two Year,Electronic Check,26.24,249.46,2,8,0,0,332.54
CUST-1777,5,One Year,Bank Transfer,102.11,462.83,5,34,1,1,176.57
CUST-1778,23,Month-to-Month,Electronic Check,29.23,696.31,1,0,1,1,31.17
CUST-1779,10,Month-to-Month,Mailed Check,87.4,854.19,2,9,1,1,89.93
CUST-1780,44,Month-to-Month,Mailed Check,25.65,1129.32,0,38,0,1,25.86
CUST-1781,2,Month-to-Month,Electronic Check,87.29,158.88,1,35,0,1,164.51
CUST-1782,13,Month-to-Month,Mailed Check,104.3,1231.32,0,36,0,1,59.78
CUST-1783,40,Month-to-Month,Electronic Check,59.88,2366.39,1,34,0,1,69.92
CUST-1784,2,Month-to-Month,Electronic Check,72.21,149.2,0,16,1,1,64.77
CUST-1785,65,Two Year,Bank Transfer,60.15,3828.71,3,12,0,0,635.78
CUST-1786,63,Month-to-Month,Electronic Check,50.05,3253.02,2,5,1,1,32.24
CUST-1787,17,Two Year,Credit Card,100.33,1742.53,0,36,1,1,112.09
CUST-1788,9,One Year,Bank Transfer,47.2,387.15,0,31,0,0,643.1
CUST-1789,15,Month-to-Month,Mailed Check,92.29,1287.85,4,10,1,1,169.13
CUST-1790,24,Month-to-Month,Electronic Check,40.62,973.57,2,16,0,1,33.44
CUST-1791,38,Month-to-Month,Mailed Check,44.99,1652.39,4,4,0,1,66.02
CUST-1792,35,Month-to-Month,Bank Transfer,53.65,1771.85,1,5,1,1,37.64
CUST-1793,49,One Year,Electronic Check,78.92,3723.21,3,9,1,1,152.39
CUST-1794,69,Month-to-Month,Credit Card,65.44,4365.36,0,32,0,1,90.93
CUST-1795,62,Month-to-Month,Electronic Check,94.51,6073.98,2,29,0,1,136.04
CUST-1796,60,Month-to-Month,Credit Card,41.36,2271.95,3,20,0,1,47.59
CUST-1797,50,Two Year,Electronic Check,21.07,992.35,0,41,0,0,228.2
CUST-1798,9,One Year,Credit Card,97.66,861.92,3,16,1,1,79.98
CUST-1799,34,One Year,Mailed Check,102.16,3489.91,0,26,1,1,143.64
CUST-1800,35,Month-to-Month,Electronic Check,25.95,903.34,3,2,1,1,50.13
CUST-1801,1,One Year,Electronic Check,81.09,84.43,4,28,1,1,84.31
CUST-1802,40,One Year,Mailed Check,57.82,2357.53,0,1,0,0,794.98
CUST-1803,64,One Year,Credit Card,99.39,6256.4,0,28,0,0,1135.04
CUST-1804,22,Two Year,Electronic Check,107.44,2203.43,3,35,0,1,204.59
CUST-1805,60,Month-to-Month,Electronic Check,105.1,6101.88,3,33,1,1,107.8
CUST-1806,64,Two Year,Mailed Check,97.72,6279.14,1,36,1,0,1011.06
CUST-1807,11,Two Year,Mailed Check,46.91,529.27,3,41,1,1,56.02
CUST-1808,14,Month-to-Month,Mailed Check,101.19,1478.94,3,0,0,1,159.61
CUST-1809,60,Month-to-Month,Bank Transfer,73.35,4360.59,2,25,0,1,115.85
CUST-1810,30,Two Year,Electronic Check,25.28,742.5,2,0,1,0,304.47
CUST-1811,35,Month-to-Month,Credit Card,65.69,2075.34,1,3,0,1,84.39
CUST-1812,37,Month-to-Month,Mailed Check,114.22,3849.23,2,38,1,1,62.25
CUST-1813,5,Two Year,Electronic Check,108.79,502.29,3,13,0,1,104.05
CUST-1814,26,One Year,Bank Transfer,30.23,713.84,1,17,0,0,326.1
CUST-1815,62,Month-to-Month,Bank Transfer,94.41,5620.04,2,33,1,1,126.33
CUST-1816,4,One Year,Electronic Check,100.58,382.42,4,0,0,1,134.52
CUST-1817,42,Month-to-Month,Bank Transfer,47.14,1971.17,0,21,1,1,73.77
CUST-1818,18,Month-to-Month,Electronic Check,67.16,1185.13,4,15,1,1,105.81
CUST-1819,40,Month-to-Month,Mailed Check,91.1,3605.36,1,21,0,1,77.69
CUST-1820,39,One Year,Credit Card,63.9,2419.32,1,15,1,0,784.24
CUST-1821,14,Month-to-Month,Electronic Check,31.28,412.37,1,27,0,1,16.56
CUST-1822,32,One Year,Electronic Check,90.59,3023.31,1,27,0,1,142.61
CUST-1823,51,One Year,Credit Card,111.16,5175.72,1,21,1,1,72.6
CUST-1824,38,Month-to-Month,Credit Card,85.25,3371.78,2,5,0,1,135.93
CUST-1825,23,One Year,Mailed Check,97.38,2120.33,2,24,0,1,125.69
CUST-1826,63,Month-to-Month,Mailed Check,55.84,3436.65,1,41,1,1,64.54
CUST-1827,15,One Year,Mailed Check,38.32,526.7,4,1,0,1,58.86
CUST-1828,25,Month-to-Month,Credit Card,84.28,1918.72,1,6,1,0,1029.88
CUST-1829,17,Two Year,Credit Card,52.78,865.35,2,16,1,0,550.48
CUST-1830,66,Month-to-Month,Electronic Check,106.01,7075.4,1,34,0,1,151.03
CUST-1831,53,Month-to-Month,Mailed Check,32.26,1607.89,0,19,0,0,336.09
CUST-1832,51,One Year,Mailed Check,63.35,3180.29,0,43,0,0,832.6
CUST-1833,39,Month-to-Month,Bank Transfer,59.67,2191.69,1,1,0,0,617.88
CUST-1834,51,Month-to-Month,Bank Transfer,113.81,5562.22,3,6,1,1,145.46
CUST-1835,70,One Year,Bank Transfer,35.31,2560.6,3,31,1,1,50.62
CUST-1836,6,One Year,Credit Card,20.98,129.45,1,18,0,1,23.71
CUST-1837,67,One Year,Electronic Check,43.81,2868.94,1,11,0,0,600.85
CUST-1838,7,Month-to-Month,Electronic Check,102.03,668.3,0,8,1,1,131.12
CUST-1839,51,One Year,Mailed Check,40.93,1939.18,0,26,0,0,438.51
CUST-1840,42,Month-to-Month,Electronic Check,44.09,1931.62,2,13,1,1,36.8
CUST-1841,64,One Year,Electronic Check,32.99,1964.43,7,1,1,0,435.81
CUST-1842,15,One Year,Electronic Check,91.54,1402.24,1,20,0,1,141.57
CUST-1843,29,Month-to-Month,Bank Transfer,26.92,745.82,4,3,0,1,22.33
CUST-1844,33,Month-to-Month,Credit Card,53.12,1836.84,1,20,1,1,104.35
CUST-1845,27,Month-to-Month,Mailed Check,48.25,1244.42,2,21,0,1,47.18
CUST-1846,36,Month-to-Month,Mailed Check,75.52,2590.2,2,1,0,1,98.08
CUST-1847,29,Month-to-Month,Electronic Check,93.04,2686.34,2,16,1,1,49.17
CUST-1848,38,Month-to-Month,Bank Transfer,73.29,2908.19,3,18,1,1,133.93
CUST-1849,57,One Year,Bank Transfer,113.1,6746.03,0,39,0,1,190.38
CUST-1850,27,Month-to-Month,Mailed Check,115.14,3127.68,2,23,0,1,91.33
CUST-1851,55,Two Year,Electronic Check,56.15,3128.99,3,19,0,0,661.49
CUST-1852,33,Month-to-Month,Electronic Check,97.77,3176.43,1,37,0,1,95.2
CUST-1853,68,One Year,Electronic Check,93.88,6469.17,4,11,0,1,144.41
CUST-1854,66,One Year,Mailed Check,109.3,7422.76,1,24,0,0,1408.74
CUST-1855,10,Month-to-Month,Credit Card,64.79,630.35,2,22,0,1,104.4
CUST-1856,5,Month-to-Month,Credit Card,73.05,362.69,4,33,0,1,137.07
CUST-1857,38,One Year,Mailed Check,61.58,2294.64,3,31,0,0,672.59
CUST-1858,13,Month-to-Month,Bank Transfer,105.04,1344.18,1,23,0,1,209.23
CUST-1859,31,Two Year,Credit Card,42.97,1376.7,1,41,0,0,544.21
CUST-1860,47,Month-to-Month,Electronic Check,43.97,1970.17,0,24,0,1,42.09
CUST-1861,52,Two Year,Electronic Check,57.26,2772.75,0,2,1,0,721.62
CUST-1862,56,Month-to-Month,Credit Card,43.03,2333.64,3,24,0,1,68.83
CUST-1863,15,One Year,Electronic Check,76.1,1062.98,2,27,1,1,99.08
CUST-1864,29,One Year,Credit Card,33.45,945.57,4,11,1,1,20.43
CUST-1865,8,One Year,Credit Card,52.02,430.94,5,25,0,1,91.68
CUST-1866,5,Month-to-Month,Bank Transfer,111.34,552.59,2,43,1,1,216.15
CUST-1867,29,One Year,Credit Card,60.92,1816.7,0,7,0,0,765.64
CUST-1868,47,Month-to-Month,Bank Transfer,94.82,4121.98,7,4,0,1,79.39
CUST-1869,68,One Year,Bank Transfer,31.35,2206.69,1,10,0,0,340.9
CUST-1870,45,Month-to-Month,Electronic Check,44.76,1994.6,7,41,0,1,38.31
CUST-1871,2,Two Year,Electronic Check,100.73,182.27,3,34,0,1,156.12
CUST-1872,27,Month-to-Month,Electronic Check,96.3,2587.02,0,26,0,1,179.83
CUST-1873,36,Two Year,Bank Transfer,58.62,2200.45,0,40,1,0,647.69
CUST-1874,36,Two Year,Electronic Check,115.44,3789.61,2,43,1,0,1187.57
CUST-1875,26,Two Year,Electronic Check,111.06,2851.09,1,37,0,0,1291.65
CUST-1876,43,Month-to-Month,Electronic Check,116.23,5184.42,0,18,0,1,106.3
CUST-1877,27,Month-to-Month,Bank Transfer,62.79,1528.26,1,31,0,1,85.07
CUST-1878,69,Two Year,Credit Card,39.75,2728.04,2,27,0,0,411.75
CUST-1879,20,Month-to-Month,Credit Card,82.67,1605.84,2,35,1,1,145.22
CUST-1880,11,Month-to-Month,Mailed Check,88.48,926.61,1,17,0,1,104.3
CUST-1881,38,One Year,Credit Card,32.54,1229.26,0,9,0,0,341.54
CUST-1882,6,One Year,Bank Transfer,98.65,537.39,0,31,1,1,93.98
CUST-1883,23,Month-to-Month,Mailed Check,21.81,508.13,3,17,1,1,17.87
CUST-1884,47,One Year,Mailed Check,68.27,2889.98,0,11,0,0,744.45
CUST-1885,46,Two Year,Electronic Check,53.1,2310.8,1,7,0,0,616.76
CUST-1886,12,Month-to-Month,Credit Card,94.03,1100.82,1,32,0,1,52.08
CUST-1887,13,Two Year,Electronic Check,51.28,637.68,2,37,0,0,555.03
CUST-1888,62,Month-to-Month,Mailed Check,102.68,6023.16,1,13,0,1,151.8
CUST-1889,60,Month-to-Month,Bank Transfer,79.5,4887.46,2,1,0,1,117.01
CUST-1890,43,Month-to-Month,Electronic Check,99.39,4445.68,1,8,1,1,60.66
CUST-1891,68,Month-to-Month,Electronic Check,118.93,8338.4,2,43,0,1,110.74
CUST-1892,5,Two Year,Bank Transfer,87.92,430.09,4,4,0,0,1169.13
CUST-1893,37,Month-to-Month,Electronic Check,118.5,4527.54,2,33,0,1,115.87
CUST-1894,31,Month-to-Month,Bank Transfer,22.88,736.32,0,18,0,1,25.79
CUST-1895,9,Month-to-Month,Mailed Check,53.81,465.59,1,6,0,1,84.44
CUST-1896,51,One Year,Bank Transfer,30.79,1480.02,2,38,0,0,405.27
CUST-1897,29,One Year,Bank Transfer,46.23,1226.36,2,41,0,0,501.97
CUST-1898,40,Month-to-Month,Mailed Check,103.89,4038.68,0,16,0,1,74.13
CUST-1899,41,Month-to-Month,Mailed Check,23.23,992.38,5,25,0,1,16.06
CUST-1900,11,Two Year,Bank Transfer,72.02,779.65,3,26,0,1,139.62
CUST-1901,23,Month-to-Month,Bank Transfer,76.71,1764.57,2,42,0,1,81.68
CUST-1902,1,Month-to-Month,Bank Transfer,76.12,69.8,2,27,0,1,98.24
CUST-1903,46,Month-to-Month,Credit Card,67.53,2862.62,2,19,0,1,108.1
CUST-1904,21,One Year,Electronic Check,99.06,2017.17,3,5,0,1,56.58
CUST-1905,36,Month-to-Month,Mailed Check,33.35,1251.85,2,7,1,1,28.73
CUST-1906,54,Month-to-Month,Credit Card,51.06,2630.73,1,31,1,1,89.26
CUST-1907,57,Month-to-Month,Electronic Check,81.57,4796.52,3,18,0,1,146.25
CUST-1908,1,Two Year,Electronic Check,89.1,81.8,2,31,1,0,1186.58
CUST-1909,63,Month-to-Month,Mailed Check,60.41,3777.49,4,18,0,1,64.17
CUST-1910,54,One Year,Electronic Check,107.54,5749.62,0,23,1,0,1222.58
CUST-1911,55,Month-to-Month,Electronic Check,61.55,3483.36,3,23,0,1,58.02
CUST-1912,40,Month-to-Month,Credit Card,60.28,2171.28,2,16,0,1,40.73
CUST-1913,15,One Year,Mailed Check,23.62,328.96,1,17,0,0,266.46
CUST-1914,21,Month-to-Month,Electronic Check,75.11,1471.56,1,11,0,1,81.2
CUST-1915,47,Two Year,Credit Card,90.87,4452.38,2,40,1,0,951.05
CUST-1916,53,Two Year,Credit Card,31.44,1538.1,0,22,0,0,379.94
CUST-1917,9,Two Year,Mailed Check,50.54,411.9,0,17,0,0,537.76
CUST-1918,52,Month-to-Month,Electronic Check,98.13,5001.57,0,15,0,1,124.69
CUST-1919,57,One Year,Credit Card,56.59,3158.81,1,15,0,0,629.91
CUST-1920,26,Month-to-Month,Bank Transfer,44.16,1178.71,3,35,0,1,51.24
CUST-1921,41,Two Year,Bank Transfer,87.22,3727.39,5,22,0,1,136.36
CUST-1922,35,One Year,Credit Card,39.68,1362.11,1,21,0,1,23.3
CUST-1923,63,Two Year,Bank Transfer,109.57,7175.57,0,38,1,0,1430.79
CUST-1924,25,Month-to-Month,Electronic Check,30.56,770.7,0,32,0,1,32.27
CUST-1925,38,Month-to-Month,Bank Transfer,90.65,3236.93,3,23,0,1,71.84
CUST-1926,2,Month-to-Month,Electronic Check,69.95,145.39,3,19,0,1,133.06
CUST-1927,7,One Year,Bank Transfer,106.99,749.02,3,32,1,1,146.79
CUST-1928,34,Month-to-Month,Bank Transfer,32.62,1067.06,1,30,0,1,30.37
CUST-1929,17,Month-to-Month,Electronic Check,87.79,1495.47,0,39,0,1,136.7
CUST-1930,43,One Year,Mailed Check,77.21,3187.88,1,7,1,0,1052.37
CUST-1931,59,One Year,Electronic Check,68.01,3680.06,6,9,0,1,47.48
CUST-1932,51,Month-to-Month,Electronic Check,69.14,3553.81,1,0,0,1,59.17
CUST-1933,54,One Year,Bank Transfer,92.2,5096.37,4,20,0,1,134.99
CUST-1934,24,Month-to-Month,Electronic Check,113.77,2755.93,1,24,1,1,65.74
CUST-1935,25,Month-to-Month,Bank Transfer,29.13,680.45,1,31,1,1,26.48
CUST-1936,71,Month-to-Month,Electronic Check,21.95,1626.24,1,9,1,1,17.83
CUST-1937,52,Month-to-Month,Bank Transfer,100.57,4726.49,5,8,0,1,80.63
CUST-1938,70,Month-to-Month,Credit Card,30.82,2049.32,1,19,0,1,46.97
CUST-1939,33,One Year,Bank Transfer,118.67,3677.28,2,19,0,0,1612.59
CUST-1940,49,Month-to-Month,Mailed Check,81.93,3642.09,0,39,1,1,128.94
CUST-1941,29,Month-to-Month,Credit Card,85.09,2371.03,1,6,1,1,124.96
CUST-1942,63,Two Year,Electronic Check,39.89,2496.65,2,10,0,0,466.36
CUST-1943,22,Month-to-Month,Electronic Check,44.03,1000.03,1,20,1,1,25.87
CUST-1944,26,Month-to-Month,Mailed Check,85.94,2342.71,1,37,0,1,64.56
CUST-1945,28,One Year,Electronic Check,110.97,3173.07,1,18,0,1,124.47
CUST-1946,49,Two Year,Credit Card,118.24,5621.7,0,14,0,0,1445.53
CUST-1947,71,One Year,Electronic Check,39.8,2849.98,1,5,0,0,472.24
CUST-1948,49,One Year,Bank Transfer,33.41,1680.54,1,9,0,0,352.31
CUST-1949,20,Two Year,Bank Transfer,25.64,497.31,1,15,0,0,335.08
CUST-1950,63,Month-to-Month,Electronic Check,106.83,6849.81,4,44,1,1,135.01
CUST-1951,61,Two Year,Bank Transfer,49.47,2934.38,2,10,1,0,525.0
CUST-1952,49,Month-to-Month,Electronic Check,20.18,947.26,2,34,1,1,21.95
CUST-1953,71,Two Year,Mailed Check,42.38,2945.53,3,7,1,0,493.1
CUST-1954,1,Month-to-Month,Electronic Check,54.04,54.11,0,27,0,1,84.26
CUST-1955,13,One Year,Credit Card,119.1,1562.28,1,2,0,1,111.56
CUST-1956,51,Month-to-Month,Credit Card,72.35,3518.31,1,1,1,1,62.77
CUST-1957,56,One Year,Electronic Check,40.47,2233.91,2,13,0,0,502.43
CUST-1958,62,Month-to-Month,Electronic Check,53.48,3436.72,1,28,1,1,84.8
CUST-1959,32,Two Year,Bank Transfer,53.03,1775.78,1,2,1,0,577.52
CUST-1960,30,Two Year,Electronic Check,21.97,615.66,1,0,1,0,274.06
CUST-1961,29,Month-to-Month,Credit Card,33.52,902.99,2,14,0,1,32.97
CUST-1962,49,Two Year,Mailed Check,89.52,4393.07,2,19,0,0,1121.38
